"","h1n1_concern","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_wash_hands","behavioral_large_gatherings","behavioral_outside_home","behavioral_touch_face","doctor_recc_h1n1","chronic_med_condition","child_under_6_months","health_worker","opinion_h1n1_vacc_effective","opinion_h1n1_risk","opinion_h1n1_sick_from_vacc","age_group","education","race","sex","income_poverty","marital_status","rent_or_own","employment_status","census_msa","household_adults","household_children","h1n1_vaccine"
"22561",1,1,0,0,0,0,1,0,1,0,1,0,0,4,2,2,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,1,0
"22562",1,1,0,0,0,1,0,0,1,0,0,0,0,3,1,1,"55 - 64 Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Not Principle  City",0,0,0
"22564",1,2,0,0,0,0,0,0,0,0,0,0,1,5,2,4,"18 - 34 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Principle City",1,2,1
"22565",2,0,0,1,1,1,1,0,1,1,0,1,0,5,2,2,"65+ Years","Some College","Hispanic","Male","Below Poverty","Married","Own","Not in Labor Force","Non-MSA",2,0,1
"22567",2,1,0,1,0,1,0,1,1,1,0,0,0,3,2,4,"55 - 64 Years","College Graduate","Black","Female","<= $75,000, Above Poverty","Married","Own","Unemployed","Non-MSA",1,0,0
"22569",2,2,0,1,1,1,0,0,1,0,0,0,0,2,4,4,"18 - 34 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","Non-MSA",1,1,0
"22570",1,2,0,1,0,1,0,1,1,0,0,0,0,5,3,2,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","MSA, Not Principle  City",0,0,0
"22571",0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,"35 - 44 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Principle City",1,0,0
"22573",3,1,0,1,0,1,1,0,0,0,1,0,0,4,5,4,"55 - 64 Years","< 12 Years","Hispanic","Female","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,0,0
"22574",1,1,0,1,0,1,0,0,1,0,0,0,0,4,2,2,"45 - 54 Years","Some College","White","Female","> $75,000","Married","Own","Employed","MSA, Principle City",3,0,0
"22575",1,1,0,1,0,1,0,0,1,0,0,0,0,5,2,2,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"22576",1,1,0,1,0,1,0,0,0,0,0,0,0,3,1,2,"65+ Years","College Graduate","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"22578",3,1,0,1,0,1,0,1,0,0,1,0,0,5,4,2,"65+ Years","College Graduate","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Principle City",1,0,0
"22579",1,1,0,1,0,1,0,0,1,0,0,0,0,4,2,1,"35 - 44 Years","College Graduate","White","Female","> $75,000","Married","Own","Not in Labor Force","Non-MSA",1,3,0
"22580",1,2,0,1,0,1,0,0,1,0,0,0,0,4,2,1,"35 - 44 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,1,0
"22581",2,2,0,1,0,1,1,0,0,0,0,0,0,3,2,2,"65+ Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,0,0
"22582",2,2,0,1,0,0,0,0,1,0,0,0,0,4,4,1,"55 - 64 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",0,0,1
"22583",2,2,0,1,0,1,0,0,0,0,0,0,1,5,2,4,"45 - 54 Years","College Graduate","Black","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,1,0
"22584",2,0,0,1,0,1,1,1,1,0,1,0,0,4,2,5,"18 - 34 Years","< 12 Years","Black","Female","Below Poverty","Not Married","Rent","Employed","Non-MSA",2,1,0
"22585",2,2,0,1,0,1,0,0,1,0,0,0,0,4,2,5,"45 - 54 Years","College Graduate","Hispanic","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"22586",1,2,0,0,0,0,0,0,0,1,0,0,0,4,2,2,"55 - 64 Years","Some College","White","Male","> $75,000","Married","Own","Unemployed","MSA, Not Principle  City",1,0,0
"22589",1,1,0,1,0,0,0,0,0,0,0,0,0,5,1,2,"18 - 34 Years","College Graduate","White","Female","> $75,000","Not Married","Rent","Unemployed","MSA, Not Principle  City",2,0,0
"22590",2,1,0,0,0,0,0,0,1,0,1,0,0,4,2,2,"65+ Years","Some College","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"22594",2,2,0,1,0,1,1,0,1,0,0,0,0,3,3,5,"45 - 54 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Not Principle  City",0,2,0
"22595",1,1,0,1,0,0,0,0,1,0,0,0,1,4,2,4,"18 - 34 Years","College Graduate","White","Male","Below Poverty","Not Married","Rent","Not in Labor Force","MSA, Principle City",0,0,0
"22596",2,2,0,0,0,1,0,0,0,0,0,1,0,2,1,2,"35 - 44 Years","College Graduate","White","Male","> $75,000","Married","Rent","Employed","MSA, Not Principle  City",1,3,1
"22597",1,2,0,1,0,1,0,0,1,0,0,0,0,4,1,4,"55 - 64 Years","College Graduate","White","Female","> $75,000","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"22598",1,1,0,1,0,1,0,0,1,0,1,0,0,4,1,2,"55 - 64 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"22600",2,0,0,1,0,1,0,0,1,0,1,0,0,4,2,2,"65+ Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","Non-MSA",0,0,0
"22601",2,1,0,0,0,0,0,0,0,0,1,1,0,4,2,1,"55 - 64 Years","College Graduate","White","Male","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","Non-MSA",0,0,1
"22602",3,1,0,0,0,1,1,1,1,0,0,0,0,2,2,4,"55 - 64 Years","12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",2,0,0
"22603",1,1,0,1,0,0,0,0,0,0,0,0,1,4,2,2,"35 - 44 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,2,1
"22604",2,1,0,1,0,1,0,0,1,0,1,0,0,3,2,2,"45 - 54 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",2,1,0
"22605",3,1,0,1,1,1,1,1,1,0,0,0,0,4,5,5,"35 - 44 Years","12 Years","Hispanic","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",2,0,0
"22606",2,2,0,0,0,1,0,0,0,0,0,0,0,3,2,4,"65+ Years","College Graduate","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Principle City",0,0,1
"22607",2,1,0,1,0,1,1,1,1,0,1,0,0,3,1,1,"65+ Years","12 Years","White","Female","> $75,000","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"22609",2,2,0,1,0,1,0,0,1,0,0,0,1,5,4,4,"45 - 54 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"22610",2,1,0,1,0,1,1,1,0,0,0,0,0,4,2,4,"45 - 54 Years","12 Years","White","Female","> $75,000","Married","Own","Employed","MSA, Principle City",1,0,0
"22611",1,1,0,1,0,1,0,0,0,0,0,0,0,4,1,1,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"22613",1,1,0,1,0,0,0,0,1,0,1,0,0,4,1,2,"45 - 54 Years","Some College","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,3,0
"22614",2,2,0,1,0,1,1,1,1,1,1,0,0,5,2,1,"45 - 54 Years","12 Years","White","Female","Below Poverty","Not Married","Own","Not in Labor Force","MSA, Principle City",0,0,1
"22615",1,1,1,1,1,0,0,0,1,0,0,0,0,5,1,1,"18 - 34 Years","12 Years","Hispanic","Female","Below Poverty","Married","Rent","Not in Labor Force","MSA, Not Principle  City",3,0,0
"22616",2,1,0,0,0,0,0,0,1,0,0,1,0,5,2,2,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,0,1
"22617",0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,5,"18 - 34 Years","Some College","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,3,0
"22618",3,1,0,1,0,1,0,0,0,0,0,0,0,5,4,1,"65+ Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"22620",2,1,0,1,0,1,0,0,1,0,1,0,0,4,2,2,"65+ Years","12 Years","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",0,0,0
"22622",1,1,0,1,0,1,0,0,1,0,0,0,1,4,4,2,"18 - 34 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","Non-MSA",1,0,0
"22623",1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,"18 - 34 Years","12 Years","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,3,0
"22624",1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,5,"18 - 34 Years","Some College","White","Female","> $75,000","Married","Rent","Employed","MSA, Principle City",1,1,0
"22625",2,2,0,1,0,1,1,0,1,0,0,0,0,4,2,1,"35 - 44 Years","College Graduate","Other or Multiple","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","Non-MSA",1,1,0
"22626",0,1,0,1,0,0,0,1,1,0,0,0,0,2,2,1,"55 - 64 Years","12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,0,0
"22628",1,2,0,1,0,1,0,0,1,0,0,0,0,3,2,2,"45 - 54 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",0,0,0
"22629",3,0,0,1,0,1,1,1,1,0,1,0,0,5,4,2,"45 - 54 Years","12 Years","White","Female","Below Poverty","Not Married","Rent","Not in Labor Force","Non-MSA",1,3,0
"22630",3,0,0,1,0,1,0,0,0,0,1,0,0,5,5,4,"55 - 64 Years","< 12 Years","Hispanic","Male","Below Poverty","Married","Rent","Employed","Non-MSA",2,2,0
"22631",3,2,0,1,0,1,0,1,1,1,0,0,0,5,4,2,"55 - 64 Years","College Graduate","Other or Multiple","Female","Below Poverty","Not Married","Own","Employed","MSA, Not Principle  City",0,0,0
"22634",1,1,0,0,0,0,0,0,0,0,0,1,0,4,1,2,"18 - 34 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",1,0,0
"22635",0,1,0,1,0,1,0,0,1,1,0,0,0,4,1,4,"55 - 64 Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Principle City",0,0,0
"22637",3,1,1,1,0,1,1,1,1,0,0,0,0,5,4,5,"35 - 44 Years","College Graduate","Other or Multiple","Female","<= $75,000, Above Poverty","Married","Rent","Not in Labor Force","MSA, Not Principle  City",1,1,0
"22639",2,2,0,1,0,0,0,0,1,0,0,0,0,3,2,2,"55 - 64 Years","< 12 Years","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"22640",1,1,0,1,0,0,0,0,0,0,0,0,0,4,2,4,"55 - 64 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",0,0,0
"22641",2,0,0,0,0,1,0,0,1,0,0,1,0,5,5,5,"18 - 34 Years","12 Years","Hispanic","Male","Below Poverty","Not Married","Rent","Employed","MSA, Principle City",3,0,0
"22642",2,1,0,1,0,1,0,0,1,0,1,0,0,4,2,1,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Principle City",0,0,0
"22643",2,1,0,1,0,1,0,0,1,0,1,0,0,4,2,2,"35 - 44 Years","12 Years","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",2,3,0
"22644",2,2,0,0,0,1,0,0,0,0,0,0,0,5,5,4,"45 - 54 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"22645",2,1,0,1,0,1,0,0,1,0,0,0,0,5,4,4,"55 - 64 Years","Some College","White","Female","> $75,000","Married","Own","Not in Labor Force","Non-MSA",3,0,0
"22647",3,1,0,1,0,1,0,1,1,0,0,0,0,5,2,5,"18 - 34 Years","Some College","Black","Female","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","MSA, Not Principle  City",0,0,0
"22648",2,2,0,1,0,1,0,1,1,0,1,0,0,4,2,2,"55 - 64 Years","Some College","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,0,0
"22649",2,2,0,1,0,1,1,1,0,0,1,0,0,4,2,4,"65+ Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Principle City",2,0,0
"22651",2,2,0,1,0,1,0,0,1,1,1,0,0,5,5,1,"18 - 34 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","Non-MSA",1,2,1
"22652",3,2,0,1,0,1,1,1,1,1,0,1,0,5,4,5,"35 - 44 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Principle City",0,0,1
"22653",1,1,0,1,0,1,0,0,1,1,0,0,0,4,4,4,"18 - 34 Years","College Graduate","White","Female","> $75,000","Not Married","Rent","Not in Labor Force","MSA, Not Principle  City",2,0,0
"22654",1,1,0,1,0,1,0,0,1,0,0,0,0,5,2,1,"55 - 64 Years","12 Years","White","Female","> $75,000","Married","Own","Employed","MSA, Principle City",1,0,1
"22657",3,2,0,0,0,1,0,0,1,0,0,0,0,5,2,1,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",2,1,1
"22658",1,1,0,1,0,0,0,1,0,0,0,0,1,3,2,2,"45 - 54 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Unemployed","Non-MSA",1,0,0
"22660",2,2,0,1,0,1,0,0,1,0,0,0,1,4,1,5,"18 - 34 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Not Principle  City",0,3,0
"22661",3,2,0,1,0,1,1,1,1,0,0,0,0,3,2,4,"45 - 54 Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",0,0,0
"22662",1,1,0,0,0,1,0,0,0,0,1,0,0,4,2,1,"18 - 34 Years","< 12 Years","White","Male","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",2,0,0
"22663",1,2,0,0,0,1,0,0,0,0,0,0,0,5,1,1,"18 - 34 Years","12 Years","Other or Multiple","Male","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Not Principle  City",1,0,0
"22664",1,2,0,1,0,1,0,0,1,0,1,0,0,4,1,2,"55 - 64 Years","College Graduate","Black","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",0,0,0
"22665",1,1,0,1,0,1,1,1,1,0,1,0,0,4,1,1,"45 - 54 Years","Some College","White","Male","Below Poverty","Not Married","Own","Not in Labor Force","Non-MSA",0,0,0
"22666",1,1,0,0,0,1,0,0,1,1,0,0,0,4,1,2,"65+ Years","Some College","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Principle City",1,0,0
"22667",2,1,0,1,0,1,1,1,1,1,1,0,1,4,4,1,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",1,0,1
"22668",3,1,0,1,0,1,1,1,1,1,1,0,0,4,4,1,"65+ Years","12 Years","White","Female","<= $75,000, Above Poverty","Married","Rent","Not in Labor Force","MSA, Principle City",1,0,1
"22670",2,1,0,0,0,1,1,1,1,0,0,0,1,4,2,4,"18 - 34 Years","Some College","Hispanic","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,2,0
"22673",1,1,0,0,0,0,0,0,0,0,1,0,0,4,2,2,"18 - 34 Years","College Graduate","Hispanic","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Principle City",1,0,0
"22674",3,2,1,1,0,1,0,0,1,1,0,0,1,4,1,1,"55 - 64 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",2,0,0
"22675",2,2,0,1,0,1,0,1,1,0,0,0,1,4,4,1,"55 - 64 Years","Some College","White","Female","> $75,000","Married","Own","Employed","Non-MSA",1,0,0
"22676",1,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,"35 - 44 Years","12 Years","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,2,1
"22677",1,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,"35 - 44 Years","Some College","White","Male","> $75,000","Not Married","Own","Employed","MSA, Not Principle  City",1,3,0
"22678",0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,"18 - 34 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",0,0,0
"22679",2,1,0,1,0,1,0,0,1,0,0,0,0,5,4,5,"18 - 34 Years","Some College","Hispanic","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"22680",1,2,0,1,0,1,1,1,1,0,0,0,0,4,1,1,"18 - 34 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",2,0,1
"22682",2,2,1,1,0,1,0,0,1,1,0,0,1,5,4,2,"18 - 34 Years","College Graduate","Other or Multiple","Female","Below Poverty","Not Married","Rent","Not in Labor Force","Non-MSA",0,0,0
"22684",2,1,1,1,0,1,0,0,0,1,1,0,0,5,4,2,"35 - 44 Years","< 12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,3,1
"22686",2,1,0,1,0,1,0,0,0,0,0,0,0,5,4,4,"55 - 64 Years","College Graduate","White","Female","> $75,000","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,1,0
"22687",3,1,0,1,0,1,1,1,1,0,0,0,0,5,2,2,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"22688",2,2,0,0,0,1,0,0,1,0,0,0,0,5,2,5,"45 - 54 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Principle City",1,2,1
"22690",3,0,0,1,0,1,0,1,1,0,1,0,0,5,3,2,"65+ Years","< 12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","Non-MSA",0,0,0
"22694",0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,"45 - 54 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Unemployed","MSA, Principle City",0,0,0
"22695",1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,"65+ Years","< 12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Not Principle  City",0,0,0
"22696",2,2,0,1,0,1,0,0,1,0,0,0,0,4,2,4,"45 - 54 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Rent","Employed","MSA, Not Principle  City",1,2,0
"22697",2,1,0,1,1,1,0,0,1,0,0,0,1,4,1,1,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"22698",2,2,0,1,0,1,1,1,1,0,0,0,0,4,1,2,"55 - 64 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Unemployed","Non-MSA",2,0,1
"22700",2,2,0,1,0,1,0,1,1,0,0,0,0,4,2,2,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"22701",0,2,0,1,0,1,0,0,0,0,0,0,1,1,1,1,"65+ Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"22702",1,2,0,1,0,1,0,0,0,0,0,0,0,4,2,2,"45 - 54 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"22703",1,1,0,0,0,1,0,0,1,0,0,0,0,4,1,4,"18 - 34 Years","Some College","White","Male","Below Poverty","Not Married","Rent","Employed","MSA, Principle City",0,0,0
"22705",2,2,0,1,0,1,0,0,0,0,1,1,0,4,2,1,"18 - 34 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Rent","Employed","Non-MSA",1,0,0
"22707",1,1,0,0,1,1,1,0,0,0,0,0,0,2,1,1,"45 - 54 Years","< 12 Years","Hispanic","Male","Below Poverty","Married","Rent","Employed","Non-MSA",1,0,0
"22711",1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,"65+ Years","12 Years","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"22713",1,1,0,1,0,1,0,0,0,0,1,0,0,4,2,5,"18 - 34 Years","College Graduate","White","Male","> $75,000","Not Married","Own","Employed","Non-MSA",2,0,0
"22714",2,1,0,1,0,1,1,1,0,0,0,0,0,4,1,1,"55 - 64 Years","12 Years","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",2,0,0
"22716",2,1,1,0,0,1,0,0,0,0,0,0,0,4,2,2,"18 - 34 Years","< 12 Years","White","Male","Below Poverty","Not Married","Rent","Unemployed","MSA, Not Principle  City",1,3,0
"22717",3,1,0,0,0,1,0,0,1,0,0,0,0,3,2,3,"55 - 64 Years","12 Years","Other or Multiple","Female","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","MSA, Principle City",0,0,0
"22718",1,1,0,1,0,1,0,0,0,0,0,0,0,4,2,2,"18 - 34 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"22719",1,1,0,1,0,0,0,0,0,0,0,0,0,5,2,2,"35 - 44 Years","Some College","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,1,0
"22720",1,1,0,1,0,1,0,0,1,0,0,0,1,2,1,1,"35 - 44 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,3,0
"22722",1,1,0,1,0,1,0,0,1,0,0,0,0,5,1,1,"35 - 44 Years","Some College","White","Male","Below Poverty","Not Married","Rent","Not in Labor Force","MSA, Principle City",0,0,0
"22723",3,2,0,1,0,1,1,1,1,1,0,0,0,5,4,4,"65+ Years","Some College","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Principle City",1,0,0
"22725",2,2,0,1,0,1,0,0,1,0,1,0,0,3,2,2,"55 - 64 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",1,0,0
"22726",0,1,0,0,0,0,1,0,1,1,1,0,0,2,2,1,"65+ Years","12 Years","White","Female","Below Poverty","Not Married","Own","Not in Labor Force","Non-MSA",0,0,0
"22729",1,1,0,1,1,1,0,1,1,0,0,0,0,5,2,5,"18 - 34 Years","Some College","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,1,0
"22731",0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,"65+ Years","12 Years","White","Male","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Principle City",1,0,0
"22732",1,1,0,1,0,0,0,0,1,0,0,0,0,4,2,1,"18 - 34 Years","College Graduate","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",1,0,0
